epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc,lr,epoch_seconds
26,1.770231,0.614805,1.578892,0.675944,0.621853,0.672527,0.00027599,14.80
27,1.726875,0.609929,1.564744,0.681909,0.655116,0.704705,0.00027372,14.45
28,1.682425,0.623227,1.615776,0.632869,0.599691,0.674318,0.00027135,14.48
29,1.700098,0.601507,1.641971,0.620941,0.600158,0.672981,0.00026890,14.27
30,1.694185,0.625000,1.679302,0.627568,0.602020,0.696818,0.00026636,14.98
31,1.650100,0.651817,1.765060,0.618953,0.593233,0.678584,0.00026373,14.28
32,1.603861,0.658466,1.531146,0.677932,0.627289,0.690221,0.00026101,14.57
33,1.642818,0.619238,1.715117,0.607025,0.575446,0.674175,0.00025822,16.79
34,1.623331,0.623005,1.572296,0.670643,0.626100,0.690824,0.00025534,14.33
35,1.569324,0.641179,1.663639,0.639496,0.604143,0.696865,0.00025238,14.00
36,1.522294,0.650931,1.707914,0.661365,0.635436,0.698504,0.00024935,14.12
37,1.537637,0.660018,1.563267,0.672631,0.640077,0.687397,0.00024624,13.97
38,1.744005,0.612367,1.591730,0.666667,0.633171,0.686596,0.00024307,14.03
39,1.655045,0.631427,1.657929,0.658714,0.642221,0.696296,0.00023982,14.15
40,1.805480,0.603723,1.607186,0.644135,0.635535,0.681193,0.00023650,15.91
41,1.624187,0.630098,1.622335,0.679258,0.649657,0.702173,0.00023312,13.94
42,1.717247,0.636968,1.631859,0.692512,0.644203,0.691887,0.00022968,14.09
43,1.748391,0.627660,1.725381,0.682571,0.649489,0.710053,0.00022618,14.12
44,1.783229,0.614805,1.528604,0.697150,0.668862,0.715584,0.00022262,13.85
45,1.639018,0.629876,1.499239,0.712392,0.685366,0.725512,0.00021901,13.96
46,1.630163,0.648936,1.650051,0.672631,0.648622,0.702670,0.00021535,14.64
47,1.644126,0.626551,1.537220,0.709079,0.658599,0.699399,0.00021163,13.99
48,1.686239,0.631871,1.809928,0.649437,0.627547,0.683766,0.00020788,13.92
49,1.589952,0.659574,1.477775,0.711067,0.666622,0.705054,0.00020407,14.43
50,1.789875,0.608599,1.580781,0.697813,0.652578,0.704030,0.00020023,13.92
51,1.702553,0.625887,1.787007,0.681909,0.651524,0.697267,0.00019635,14.74
52,1.655492,0.652261,1.545843,0.703777,0.660675,0.707633,0.00019244,14.05
53,1.616367,0.631649,1.465892,0.711067,0.667604,0.726328,0.00018849,14.09
54,1.682842,0.646498,1.495631,0.705765,0.669608,0.724756,0.00018452,14.02
55,1.695930,0.640071,1.555696,0.717031,0.672531,0.718518,0.00018052,14.02
56,1.666108,0.658245,1.620214,0.716368,0.666914,0.709218,0.00017650,13.99
57,1.513732,0.654255,1.587749,0.698476,0.663674,0.715582,0.00017245,14.11
58,1.573675,0.609707,1.538169,0.703777,0.675920,0.715405,0.00016839,14.10
59,1.521484,0.667996,1.493992,0.715706,0.671907,0.720121,0.00016432,14.15
60,1.537689,0.671986,1.488678,0.719682,0.678371,0.727420,0.00016024,14.13
61,1.458147,0.662677,1.481847,0.724321,0.677432,0.717263,0.00015614,14.50
62,1.595514,0.634530,1.582627,0.695162,0.663211,0.720768,0.00015205,14.43
63,1.589850,0.628324,1.483399,0.735586,0.688012,0.721444,0.00014795,14.24
64,1.577297,0.656250,1.488770,0.730285,0.687568,0.719669,0.00014386,14.13
65,1.505222,0.642952,1.464021,0.750166,0.706913,0.740325,0.00013976,14.35
66,1.488818,0.674202,1.493179,0.732936,0.694490,0.721391,0.00013568,14.49
67,1.667991,0.632092,1.606368,0.706428,0.673288,0.724423,0.00013161,14.63
68,1.633145,0.674867,1.628573,0.691849,0.660437,0.698643,0.00012755,14.21
69,1.443862,0.685284,1.552790,0.711067,0.674332,0.717585,0.00012350,14.77
70,1.558050,0.661126,1.673730,0.706428,0.673240,0.724557,0.00011948,14.30
71,1.605969,0.649823,1.653179,0.691849,0.665938,0.708515,0.00011548,14.58
72,1.448977,0.659574,1.617540,0.671306,0.657295,0.712356,0.00011151,14.37
73,1.459682,0.701684,1.635202,0.717694,0.682575,0.721201,0.00010756,14.28
74,1.604462,0.654477,1.690574,0.719019,0.672545,0.710521,0.00010365,14.44
75,1.560663,0.655363,1.482374,0.739563,0.706329,0.739396,0.00009977,14.31
76,1.511352,0.686613,1.474598,0.754805,0.698484,0.722775,0.00009593,14.36
77,1.565042,0.652261,1.532449,0.745527,0.701606,0.734596,0.00009212,14.47
78,1.476712,0.671986,1.489777,0.735586,0.694119,0.728881,0.00008837,14.19
79,1.505811,0.689273,1.584542,0.730285,0.690358,0.728875,0.00008465,14.45
80,1.591832,0.636746,1.435147,0.722995,0.688436,0.727930,0.00008099,14.25
81,1.485523,0.698582,1.414635,0.722995,0.683496,0.726877,0.00007738,14.49
82,1.534813,0.678413,1.584642,0.679920,0.662088,0.721269,0.00007382,14.18
83,1.563669,0.675754,1.501986,0.742213,0.702464,0.738825,0.00007032,14.32
84,1.525376,0.671543,1.557185,0.734261,0.700254,0.738115,0.00006688,14.17
85,1.498479,0.664229,1.518424,0.715706,0.690224,0.732411,0.00006350,14.35
86,1.393176,0.689495,1.526531,0.723658,0.689252,0.731245,0.00006018,14.51
87,1.254506,0.703457,1.595162,0.717031,0.685231,0.726598,0.00005693,15.78
88,1.486623,0.700798,1.524088,0.733598,0.690097,0.729325,0.00005376,14.42
89,1.378495,0.666445,1.584241,0.721670,0.683456,0.721188,0.00005065,14.46
90,1.526601,0.664672,1.486107,0.734924,0.684937,0.722260,0.00004762,14.39
91,1.498152,0.673759,1.568099,0.717694,0.681453,0.720848,0.00004466,14.36
92,1.484608,0.687057,1.580579,0.720345,0.687496,0.730284,0.00004178,14.70
93,1.440784,0.708998,1.553994,0.699801,0.675182,0.724218,0.00003899,14.25
94,1.409392,0.690160,1.573596,0.715706,0.686404,0.733043,0.00003627,14.28
95,1.428805,0.697473,1.574872,0.724321,0.686896,0.728311,0.00003364,14.04
96,1.409089,0.721410,1.539685,0.717031,0.682563,0.727338,0.00003110,14.32
97,1.389722,0.695479,1.570349,0.707091,0.672097,0.713503,0.00002865,14.11
98,1.428548,0.698582,1.498194,0.731610,0.693365,0.731236,0.00002628,14.32
99,1.522498,0.672207,1.517591,0.735586,0.694459,0.729977,0.00002401,14.76
100,1.467245,0.674645,1.644079,0.717031,0.683162,0.721828,0.00002184,14.50
