epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,5255.92,1.85224,2.16954,1.47392,0.57054,0.33326,0.30285,0.1853,2.10442,2.47049,1.41881,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,5296.88,1.85134,2.15975,1.46829,0.58315,0.32197,0.30349,0.18463,2.09914,2.44994,1.41106,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,5338.04,1.85997,2.18995,1.46739,0.58265,0.31794,0.30228,0.18381,2.09793,2.45733,1.40911,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,5379.07,1.85569,2.14611,1.46441,0.58924,0.31248,0.30203,0.18543,2.09646,2.45156,1.41123,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,5420.58,1.82971,2.12658,1.45682,0.58287,0.31923,0.30197,0.18273,2.10009,2.43944,1.40836,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,5463.53,1.82966,2.12448,1.45719,0.58704,0.31151,0.30401,0.1845,2.09546,2.42921,1.40801,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,5504.71,1.83711,2.12456,1.45831,0.58236,0.31238,0.30266,0.18443,2.09616,2.42977,1.40761,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,5546.74,1.83734,2.13601,1.46497,0.58883,0.3169,0.30217,0.18612,2.09673,2.43408,1.40722,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,5588.29,1.82554,2.11729,1.44332,0.59221,0.32028,0.30203,0.18816,2.09835,2.42554,1.40546,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,5629.26,1.84783,2.1093,1.44907,0.58055,0.32524,0.30374,0.1879,2.1028,2.42154,1.40364,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,5670.34,1.84243,2.11857,1.45703,0.48412,0.32323,0.30839,0.18814,2.10621,2.41847,1.40346,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,5712.46,1.83723,2.11933,1.44206,0.35641,0.3251,0.30487,0.18727,2.108,2.43005,1.40588,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,5753.11,1.82781,2.10746,1.4485,0.58371,0.32272,0.30627,0.18829,2.10621,2.42858,1.40399,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,5794.81,1.81421,2.0937,1.44361,0.46945,0.33482,0.3078,0.18938,2.10908,2.43144,1.40163,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,5836.34,1.83155,2.0959,1.44847,0.46443,0.33358,0.3059,0.18985,2.10959,2.42704,1.40185,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,5878.01,1.82999,2.08427,1.44288,0.47205,0.33347,0.30603,0.18866,2.11465,2.42024,1.40171,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,5920.38,1.8437,2.13043,1.44606,0.47837,0.32937,0.30806,0.18994,2.11882,2.4209,1.40119,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,5961.18,1.83656,2.07995,1.44015,0.36541,0.33223,0.30785,0.19122,2.1214,2.42679,1.40341,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,6002.88,1.82628,2.10955,1.44616,0.47018,0.334,0.30654,0.19069,2.11789,2.42927,1.40495,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,6044.23,1.81377,2.05302,1.44108,0.47233,0.33327,0.30798,0.1912,2.11849,2.42987,1.40395,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,6085.21,1.83107,2.09123,1.45212,0.46943,0.3309,0.30637,0.19229,2.11769,2.42658,1.40481,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,6126.53,1.8081,2.0626,1.42966,0.35744,0.33233,0.30654,0.19193,2.11577,2.43101,1.40345,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,6169.64,1.79639,2.06455,1.43292,0.3527,0.33346,0.30553,0.19276,2.11662,2.43165,1.40123,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,6210.4,1.81,2.06269,1.43878,0.45641,0.33687,0.30502,0.19239,2.11576,2.43162,1.40187,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,6252.04,1.81304,2.06248,1.42901,0.49261,0.3341,0.30909,0.19234,2.11408,2.4196,1.4017,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,6295.62,1.79558,2.04462,1.42529,0.505,0.33533,0.30801,0.19188,2.11593,2.4142,1.40229,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,6336.05,1.79797,2.03923,1.42117,0.46956,0.33566,0.30938,0.19293,2.11352,2.40923,1.4036,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,6376.97,1.80888,2.0379,1.42405,0.4627,0.34101,0.30948,0.19267,2.10781,2.40297,1.40364,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,6417.52,1.79511,2.04542,1.42893,0.48508,0.33278,0.30958,0.19347,2.10706,2.4012,1.40296,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,6458.12,1.808,2.02699,1.42148,0.46881,0.34341,0.30828,0.19364,2.10423,2.4021,1.40297,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,6499.45,1.79418,2.01796,1.43249,0.46165,0.3456,0.30858,0.19313,2.10368,2.39753,1.40083,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,6540.9,1.78199,2.00586,1.41934,0.35132,0.344,0.30706,0.19292,2.10153,2.39663,1.39931,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,6581.85,1.81792,2.03231,1.42191,0.33942,0.34276,0.3042,0.19204,2.10633,2.39697,1.40098,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,6625.27,1.79538,2.01462,1.42212,0.34596,0.3411,0.30449,0.19182,2.10567,2.39139,1.4,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,6667.91,1.79594,1.99238,1.41922,0.3423,0.34336,0.30443,0.1919,2.1073,2.39323,1.40137,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,6709.43,1.78489,2.04532,1.43165,0.34338,0.34615,0.30822,0.19392,2.10546,2.39466,1.40538,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,6752.1,1.75462,1.96989,1.39312,0.35382,0.3436,0.30933,0.19458,2.10552,2.39311,1.40518,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,6793.59,1.76389,1.99986,1.40979,0.35319,0.34007,0.30978,0.19455,2.10335,2.39375,1.40485,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,6833.79,1.78156,1.98807,1.41349,0.46875,0.33743,0.31052,0.19543,2.10052,2.38988,1.40195,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,6875.62,1.77542,1.99683,1.4082,0.46885,0.33938,0.31107,0.19536,2.09986,2.3823,1.40006,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,6917,1.7542,2.00326,1.40722,0.35721,0.34367,0.30828,0.19456,2.1008,2.37818,1.40012,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,6958.7,1.76599,1.99138,1.41197,0.46141,0.34283,0.30781,0.19499,2.10003,2.37614,1.39758,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,7000.14,1.74955,1.9973,1.40575,0.4639,0.34195,0.30928,0.19581,2.10059,2.37451,1.39689,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,7041.93,1.77784,1.99535,1.40669,0.46265,0.34106,0.31021,0.19565,2.10305,2.37562,1.39565,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,7083.68,1.77283,1.98081,1.39446,0.46359,0.34147,0.31229,0.19725,2.1019,2.37408,1.39552,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,7126.39,1.78492,1.98756,1.40709,0.46404,0.34097,0.31092,0.19798,2.10329,2.37027,1.39646,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,7167.33,1.74004,1.96025,1.39987,0.35243,0.34257,0.3092,0.19891,2.10336,2.37027,1.39923,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,7208.57,1.7403,1.95289,1.39749,0.57975,0.3399,0.31226,0.19911,2.10516,2.36958,1.39876,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,7250.25,1.76482,1.93209,1.39603,0.58329,0.33968,0.31339,0.20037,2.10545,2.36444,1.39673,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,7290.71,1.76153,1.95647,1.39727,0.47056,0.34089,0.31409,0.20139,2.10705,2.36208,1.39615,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,7331.97,1.75664,1.96902,1.40117,0.47365,0.34202,0.31459,0.20119,2.10503,2.35966,1.39515,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,7373.94,1.75247,1.94079,1.40208,0.47021,0.34332,0.31336,0.20167,2.10299,2.35827,1.39457,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,7416.93,1.73602,1.94019,1.40492,0.46982,0.34485,0.31377,0.20123,2.10276,2.3588,1.39342,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,7459.37,1.75063,1.93531,1.39705,0.46797,0.34356,0.31446,0.20153,2.1051,2.35806,1.39473,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,7501.44,1.7286,1.92516,1.39855,0.4724,0.34396,0.31503,0.20198,2.10351,2.35638,1.39481,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,7541.83,1.732,1.94049,1.39924,0.47003,0.34254,0.31506,0.2019,2.10337,2.3576,1.39576,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,7583.4,1.7418,1.94811,1.38519,0.47446,0.34279,0.31553,0.20252,2.10331,2.35543,1.39543,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,7624.21,1.73494,1.92797,1.37775,0.47184,0.34237,0.31489,0.20222,2.10182,2.35439,1.39338,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,7665.56,1.71135,1.91619,1.37852,0.56818,0.34294,0.31416,0.20257,2.09973,2.35294,1.39282,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,7706.95,1.72671,1.90563,1.37605,0.55946,0.34348,0.31508,0.20193,2.09916,2.35072,1.39252,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,7749.28,1.71379,1.87438,1.36997,0.55518,0.34137,0.31534,0.20255,2.09913,2.34963,1.39171,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,7791.52,1.73717,1.91352,1.38726,0.54667,0.34007,0.31502,0.20285,2.10003,2.34709,1.39164,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,7833.53,1.72424,1.89393,1.37159,0.53876,0.34197,0.31533,0.20374,2.10287,2.34683,1.39067,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,7875.03,1.71566,1.89883,1.37015,0.53533,0.34089,0.31462,0.20361,2.1031,2.34468,1.39104,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,7916.16,1.72137,1.90916,1.38091,0.41901,0.3414,0.31411,0.20357,2.10527,2.34447,1.39207,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,7958.01,1.71622,1.89244,1.37564,0.42075,0.34136,0.31527,0.20433,2.10682,2.34495,1.39169,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,7998.5,1.72532,1.89591,1.37922,0.42706,0.34272,0.31691,0.2047,2.10531,2.34308,1.3919,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,8038.7,1.739,1.90111,1.36706,0.42712,0.34447,0.31843,0.20404,2.10555,2.34258,1.39104,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,8080.78,1.73614,1.8928,1.37418,0.42647,0.34316,0.31726,0.2041,2.10566,2.33961,1.3917,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,8122.07,1.72069,1.87354,1.37035,0.42499,0.3443,0.31783,0.20421,2.1049,2.33718,1.39119,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,8162.92,1.70938,1.87899,1.37053,0.42762,0.34328,0.31735,0.20359,2.10544,2.33798,1.39051,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,8204.29,1.70357,1.86813,1.35787,0.43107,0.34298,0.31655,0.20411,2.1051,2.33643,1.38975,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,8246,1.70648,1.88126,1.36243,0.43598,0.34282,0.31636,0.20393,2.10599,2.33289,1.3898,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,8287.95,1.69278,1.84998,1.35915,0.43468,0.34285,0.31654,0.20474,2.10568,2.32975,1.39039,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,8330.46,1.66784,1.84591,1.35287,0.43208,0.34446,0.31702,0.20428,2.10706,2.33268,1.39114,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,8371.74,1.69176,1.82585,1.35878,0.42933,0.34476,0.31795,0.20454,2.10709,2.33114,1.39048,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,8412.83,1.7085,1.8585,1.36667,0.42937,0.34459,0.31673,0.20442,2.10531,2.32933,1.39002,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,8453.68,1.70088,1.85168,1.36983,0.43459,0.34501,0.31658,0.20446,2.10621,2.32962,1.39024,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,8494.94,1.70115,1.87394,1.36747,0.4844,0.3459,0.31724,0.20492,2.10624,2.32843,1.39084,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,8536.1,1.70897,1.84061,1.36363,0.48265,0.34665,0.31766,0.2044,2.10684,2.33027,1.39159,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,8579.08,1.68263,1.84725,1.36392,0.48596,0.34716,0.31996,0.2051,2.1052,2.32836,1.3914,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,8619.67,1.70259,1.84293,1.34973,0.48936,0.34696,0.31897,0.20467,2.10492,2.32931,1.39118,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,8662.81,1.68526,1.81596,1.35873,0.48479,0.34817,0.31888,0.20485,2.10389,2.32809,1.39127,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,8705.52,1.6732,1.81007,1.34884,0.48316,0.34831,0.31893,0.20531,2.10338,2.32934,1.39168,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,8746.37,1.6824,1.81679,1.35239,0.48394,0.34878,0.31978,0.20552,2.10314,2.32891,1.39133,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,8788.08,1.68607,1.82873,1.34982,0.48167,0.34967,0.31898,0.20577,2.10317,2.32876,1.39129,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,8828.98,1.6842,1.83747,1.36336,0.481,0.34991,0.31985,0.20545,2.10434,2.32905,1.39161,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,8869.89,1.66307,1.79427,1.34911,0.46063,0.34904,0.31891,0.20549,2.10341,2.32909,1.39127,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,8912.23,1.68126,1.80282,1.3397,0.42937,0.35016,0.31962,0.2054,2.10316,2.32637,1.39086,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,8953.13,1.66599,1.81698,1.35,0.40903,0.35036,0.31968,0.20525,2.10359,2.32678,1.39161,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,8993.75,1.65903,1.78075,1.34463,0.41195,0.35036,0.31988,0.20506,2.10454,2.32752,1.39144,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,9035.03,1.67098,1.77976,1.33778,0.42023,0.35019,0.31994,0.20528,2.1038,2.32574,1.39115,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,9076.45,1.66404,1.77957,1.32588,0.39558,0.34943,0.31906,0.20527,2.10493,2.32603,1.39172,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,9117.91,1.67132,1.80506,1.33342,0.39917,0.34986,0.31919,0.20544,2.10459,2.32497,1.39074,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,9159.09,1.65563,1.77997,1.33681,0.39655,0.34964,0.31907,0.20519,2.10507,2.32664,1.39087,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,9200.24,1.65236,1.77019,1.33261,0.39517,0.35019,0.3189,0.20512,2.10476,2.32556,1.39047,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,9241.26,1.64954,1.76682,1.33161,0.39813,0.3489,0.31895,0.20535,2.10389,2.3211,1.39054,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,9282.43,1.64941,1.77213,1.34252,0.39551,0.34914,0.3185,0.20555,2.10496,2.32109,1.39129,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,9323.43,1.62628,1.73851,1.32925,0.39734,0.34791,0.31895,0.20523,2.10565,2.32012,1.39148,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,9364.6,1.64932,1.75186,1.33513,0.39199,0.34824,0.319,0.20589,2.10622,2.31821,1.39166,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,9406.27,1.64636,1.76833,1.32867,0.39438,0.34907,0.31958,0.20621,2.10427,2.31613,1.39141,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,9447.41,1.63456,1.74455,1.32648,0.38892,0.34872,0.3198,0.20632,2.1054,2.31632,1.39213,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,9487.94,1.65473,1.7437,1.32866,0.41127,0.35028,0.32,0.20581,2.1048,2.31361,1.39146,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,9529.58,1.66408,1.7548,1.32881,0.41767,0.35087,0.31949,0.20627,2.1065,2.31456,1.39259,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,9571.46,1.61571,1.73365,1.32579,0.41115,0.34992,0.31877,0.20691,2.10538,2.31519,1.39261,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,9612.79,1.65025,1.71982,1.31454,0.41318,0.35031,0.31981,0.20689,2.10522,2.3132,1.39277,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,9654.23,1.63435,1.739,1.33253,0.41295,0.35175,0.32056,0.20703,2.10476,2.3109,1.39249,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,9695,1.61912,1.72794,1.32331,0.42407,0.34812,0.31937,0.20742,2.10603,2.3102,1.39325,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,9736.18,1.63516,1.72835,1.32812,0.41839,0.34871,0.31958,0.20757,2.1059,2.30948,1.3936,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,9778.61,1.62879,1.72226,1.32597,0.42771,0.34871,0.31996,0.20761,2.10726,2.30911,1.39367,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,9818.22,1.61776,1.69775,1.31364,0.42218,0.34828,0.31978,0.20806,2.10731,2.30783,1.3938,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,9859.6,1.60513,1.69392,1.30178,0.42281,0.34992,0.32027,0.20746,2.10774,2.30671,1.39399,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,9901.38,1.60562,1.68368,1.30661,0.41991,0.35054,0.32039,0.20745,2.10749,2.3051,1.39383,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,9942.29,1.62376,1.69338,1.31334,0.41623,0.3513,0.32059,0.20742,2.10802,2.30554,1.39473,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,9983.59,1.59993,1.66262,1.30293,0.42997,0.35109,0.32074,0.20728,2.10712,2.30271,1.3948,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,10025.1,1.63454,1.6873,1.31137,0.4152,0.35154,0.32075,0.20722,2.10812,2.30403,1.39532,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,10066.7,1.59697,1.68869,1.3065,0.41586,0.35183,0.32083,0.20785,2.10544,2.30153,1.39588,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,10109.3,1.62191,1.6992,1.31813,0.41653,0.35183,0.32122,0.20769,2.10667,2.30031,1.39581,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,10151.4,1.62762,1.68513,1.30366,0.41939,0.35172,0.32149,0.20782,2.10753,2.29935,1.39608,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,10193,1.61855,1.675,1.30421,0.4208,0.35116,0.32173,0.20809,2.10722,2.29946,1.39644,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,10235.5,1.61804,1.6779,1.30065,0.41863,0.35031,0.32071,0.20819,2.10872,2.30036,1.39678,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,10277.4,1.606,1.66304,1.30317,0.42215,0.35056,0.32081,0.20852,2.10801,2.29704,1.3968,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,10318.2,1.61568,1.68749,1.31508,0.42179,0.35082,0.32157,0.2088,2.10896,2.29884,1.39691,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,10360.4,1.59143,1.65448,1.3038,0.41839,0.35133,0.32094,0.20907,2.10967,2.29626,1.39754,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,10400.7,1.57959,1.63071,1.28585,0.41937,0.35073,0.32064,0.20877,2.11042,2.29721,1.39789,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,10442.1,1.58058,1.62613,1.2918,0.42517,0.35141,0.32159,0.20981,2.11051,2.2978,1.39857,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,10484.6,1.60244,1.66983,1.30135,0.42541,0.34783,0.32029,0.20953,2.11163,2.29678,1.39936,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,10526,1.61033,1.65266,1.30662,0.42442,0.34783,0.31971,0.20973,2.11296,2.29802,1.4,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,10567.3,1.58021,1.63189,1.28663,0.4267,0.34795,0.32008,0.20938,2.1133,2.29845,1.40016,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,10609.6,1.58118,1.64305,1.28261,0.41843,0.35017,0.31997,0.20945,2.11353,2.29854,1.40054,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,10650.6,1.608,1.65001,1.29423,0.41783,0.35027,0.32016,0.20969,2.11391,2.29793,1.40118,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,10691.5,1.57199,1.61735,1.29087,0.42184,0.34807,0.32023,0.20941,2.11421,2.29714,1.40127,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,10733.2,1.59927,1.62861,1.29089,0.41813,0.34948,0.32005,0.20977,2.11386,2.29643,1.40156,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,10774.9,1.58685,1.62987,1.2938,0.41947,0.34932,0.32028,0.21003,2.11395,2.29911,1.4017,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,10816.8,1.55901,1.60324,1.29802,0.42058,0.3487,0.32068,0.21034,2.11432,2.29853,1.4031,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,10859,1.57866,1.63014,1.29456,0.42668,0.3492,0.32108,0.21032,2.1151,2.29825,1.40328,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,10899.5,1.586,1.60121,1.28443,0.42457,0.34832,0.3209,0.21023,2.11575,2.29904,1.40393,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,10941.9,1.55798,1.61712,1.27755,0.42504,0.34839,0.32066,0.20948,2.11842,2.29868,1.40435,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,10983.9,1.57742,1.62168,1.27842,0.42595,0.34823,0.3204,0.21,2.11698,2.29919,1.40409,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,11024.5,1.58412,1.60977,1.28772,0.42301,0.34864,0.32053,0.20975,2.11714,2.29974,1.40442,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,11066.5,1.55708,1.5857,1.27368,0.42676,0.34795,0.32023,0.20979,2.11864,2.29826,1.40402,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,11108,1.5548,1.58143,1.27087,0.42634,0.34783,0.32024,0.2099,2.11851,2.29759,1.405,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,11149.4,1.57533,1.59581,1.2782,0.42627,0.34806,0.32041,0.20999,2.11805,2.29644,1.4049,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
