epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc,lr,epoch_seconds
30,1.384868,0.675310,1.589346,0.610338,0.579404,0.650298,0.00026636,16.45
31,1.399138,0.677748,1.590781,0.626905,0.570636,0.624118,0.00026373,16.73
32,1.383181,0.674645,1.503214,0.599735,0.547469,0.614733,0.00026101,16.96
33,1.367443,0.677527,1.581430,0.593108,0.550052,0.624845,0.00025822,16.77
34,1.348709,0.682181,1.571277,0.626905,0.581557,0.633100,0.00025534,16.46
35,1.403755,0.678856,1.486011,0.655401,0.593387,0.645001,0.00025238,17.22
36,1.348124,0.677083,1.593232,0.638834,0.568377,0.622863,0.00024935,16.65
37,1.329810,0.696587,1.609720,0.573890,0.559697,0.637516,0.00024624,16.83
38,1.344786,0.675754,1.614065,0.605699,0.570594,0.639065,0.00024307,17.11
39,1.308691,0.688165,1.542832,0.613651,0.575524,0.635284,0.00023982,16.67
40,1.286780,0.693706,1.526997,0.660702,0.611850,0.659660,0.00023650,17.36
41,1.269932,0.701241,1.505871,0.638171,0.582023,0.640891,0.00023312,16.61
42,1.292550,0.699911,1.489205,0.658714,0.593843,0.640704,0.00022968,16.63
43,1.264227,0.697030,1.609370,0.620941,0.579954,0.653288,0.00022618,16.57
44,1.231386,0.701684,1.569504,0.633532,0.587254,0.643090,0.00022262,16.61
45,1.236704,0.691711,1.646865,0.579192,0.558970,0.642350,0.00021901,16.43
46,1.236815,0.704566,1.608220,0.601060,0.561392,0.624733,0.00021535,16.68
47,1.228254,0.708777,1.552964,0.631544,0.592598,0.653949,0.00021163,16.78
48,1.186988,0.724069,1.432233,0.676607,0.615387,0.666025,0.00020788,17.29
49,1.212730,0.715647,1.543693,0.638834,0.599912,0.669832,0.00020407,16.52
50,1.156251,0.713431,1.543582,0.633532,0.576404,0.619266,0.00020023,17.08
51,1.178769,0.716755,1.508061,0.666004,0.611535,0.666318,0.00019635,16.53
52,1.151123,0.722518,1.554522,0.642810,0.605132,0.671139,0.00019244,16.41
53,1.162285,0.729832,1.455493,0.644135,0.604197,0.662732,0.00018849,17.08
54,1.131740,0.720523,1.486269,0.658714,0.615935,0.660719,0.00018452,16.64
55,1.158349,0.714317,1.562079,0.634195,0.598667,0.659468,0.00018052,17.38
56,1.135068,0.722518,1.459805,0.657389,0.632962,0.681731,0.00017650,16.65
57,1.086638,0.736924,1.592147,0.617628,0.608413,0.670006,0.00017245,16.46
58,1.086147,0.741578,1.479950,0.667329,0.616595,0.670818,0.00016839,16.62
59,1.082637,0.739140,1.525529,0.661365,0.620604,0.677413,0.00016432,16.61
60,1.066192,0.737810,1.382007,0.670643,0.612896,0.661841,0.00016024,16.67
61,1.068085,0.740027,1.473723,0.656064,0.608995,0.673009,0.00015614,16.52
62,1.068407,0.735594,1.463384,0.653413,0.614276,0.675052,0.00015205,16.44
63,1.059045,0.734264,1.486807,0.660702,0.607180,0.660176,0.00014795,17.00
64,1.055022,0.744902,1.441020,0.667329,0.618628,0.666763,0.00014386,16.50
65,1.042264,0.745567,1.455217,0.666667,0.618007,0.682016,0.00013976,17.08
66,1.011556,0.751108,1.554580,0.638171,0.600027,0.663652,0.00013568,16.51
67,1.027538,0.751551,1.555065,0.642147,0.608769,0.664823,0.00013161,16.49
68,0.996204,0.750443,1.478075,0.675944,0.624275,0.676801,0.00012755,17.31
69,0.984015,0.752216,1.457982,0.669980,0.622341,0.673937,0.00012350,16.45
70,0.971485,0.764628,1.534048,0.666667,0.615193,0.659714,0.00011948,17.11
71,0.985383,0.759309,1.516478,0.664679,0.617068,0.661927,0.00011548,16.77
72,0.951297,0.760860,1.572266,0.671306,0.633074,0.685623,0.00011151,16.63
73,0.954275,0.763298,1.482148,0.685885,0.632039,0.668747,0.00010756,16.53
74,0.945691,0.762633,1.517857,0.665341,0.618824,0.670702,0.00010365,16.59
75,0.947445,0.765293,1.465842,0.685222,0.628493,0.674481,0.00009977,16.50
76,0.903392,0.763963,1.561468,0.641484,0.609990,0.655082,0.00009593,16.66
77,0.923323,0.768174,1.539796,0.673294,0.615718,0.664290,0.00009212,16.55
78,0.921347,0.765736,1.530320,0.675944,0.620947,0.659353,0.00008837,17.13
79,0.929027,0.766844,1.512066,0.675944,0.621998,0.663518,0.00008465,16.51
80,0.876905,0.773271,1.561460,0.701127,0.641349,0.680541,0.00008099,17.41
81,0.884284,0.778147,1.486039,0.699139,0.637558,0.674361,0.00007738,16.35
82,0.855158,0.779699,1.587452,0.677270,0.631877,0.675280,0.00007382,16.60
83,0.896703,0.778147,1.611204,0.665341,0.609316,0.667498,0.00007032,17.14
84,0.884943,0.774158,1.549938,0.677270,0.629801,0.676013,0.00006688,16.47
85,0.846945,0.776596,1.536549,0.671306,0.624787,0.664484,0.00006350,16.95
86,0.857391,0.786126,1.522587,0.682571,0.631891,0.666304,0.00006018,16.56
87,0.852486,0.781915,1.581656,0.666004,0.620301,0.661123,0.00005693,16.58
88,0.824779,0.792553,1.649534,0.654738,0.609324,0.656296,0.00005376,16.36
89,0.846433,0.786791,1.547780,0.671968,0.612303,0.658072,0.00005065,16.56
90,0.822853,0.779920,1.651997,0.673956,0.624886,0.668279,0.00004762,16.35
91,0.813640,0.796543,1.581832,0.686547,0.634749,0.668933,0.00004466,16.61
92,0.812983,0.783910,1.549198,0.665341,0.616657,0.658403,0.00004178,16.44
93,0.764609,0.803191,1.636071,0.672631,0.631308,0.680036,0.00003899,17.17
94,0.788177,0.801418,1.611748,0.684559,0.629830,0.664137,0.00003627,16.50
95,0.811408,0.789894,1.623830,0.683234,0.626734,0.661866,0.00003364,17.09
96,0.813014,0.790559,1.639450,0.689861,0.628846,0.666802,0.00003110,16.34
97,0.744520,0.809176,1.622011,0.687873,0.630030,0.665954,0.00002865,16.46
98,0.775442,0.800532,1.574330,0.674619,0.622037,0.670132,0.00002628,16.97
99,0.791358,0.804300,1.619585,0.684559,0.630314,0.666371,0.00002401,16.43
100,0.797937,0.797429,1.633269,0.678595,0.624474,0.663455,0.00002184,17.19
101,0.773206,0.798094,1.594485,0.683234,0.627116,0.660785,0.00001976,16.44
102,0.782589,0.801862,1.626896,0.686547,0.637028,0.672068,0.00001777,16.57
103,0.752987,0.806738,1.640261,0.683897,0.634424,0.674783,0.00001589,16.44
104,0.729474,0.804078,1.593102,0.691186,0.634391,0.666934,0.00001410,16.52
105,0.749114,0.804300,1.591715,0.691849,0.638411,0.670996,0.00001242,16.61
106,0.717429,0.810284,1.645098,0.679920,0.627999,0.662980,0.00001084,16.39
107,0.742274,0.820035,1.669999,0.683234,0.629319,0.664693,0.00000936,16.32
108,0.727204,0.808289,1.616411,0.687873,0.640038,0.677563,0.00000799,17.07
109,0.763637,0.805186,1.658672,0.689198,0.636286,0.668132,0.00000672,16.36
110,0.739376,0.806959,1.644001,0.677270,0.624101,0.661042,0.00000556,17.36
111,0.731845,0.806959,1.664841,0.668655,0.614559,0.650373,0.00000451,16.36
112,0.754394,0.802527,1.676830,0.682571,0.628144,0.659345,0.00000357,16.52
113,0.738644,0.804743,1.598217,0.684559,0.633489,0.669603,0.00000273,17.27
114,0.721363,0.812722,1.649342,0.686547,0.636471,0.664765,0.00000201,16.40
115,0.744013,0.809619,1.617264,0.681909,0.625110,0.662191,0.00000140,17.24
