epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5415,2.37942,6.29429,4.17806,0,0,0,0,1.2435,6.5442,4.15889,0.000769,0.000769,0.000769
