epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.17811,3.22045,5.71915,4.16646,0,0,0,0,1.24373,6.07338,4.15898,0.000769,0.000769,0.000769
