epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc,lr,epoch_seconds
39,2.014901,0.602172,2.434723,0.446653,0.453855,0.578680,0.00023982,67.95
40,1.981866,0.611259,2.493475,0.462558,0.477019,0.576929,0.00023650,69.40
41,1.961582,0.595301,2.546725,0.435388,0.461696,0.567737,0.00023312,68.07
42,1.849210,0.625000,2.157064,0.508284,0.503853,0.605022,0.00022968,184.00
43,1.881395,0.596853,2.389397,0.453943,0.490015,0.605291,0.00022618,17.87
44,2.064016,0.590869,2.282990,0.444003,0.456202,0.570351,0.00022262,17.44
45,2.023992,0.605718,2.285453,0.493042,0.491861,0.604995,0.00021901,17.42
46,1.903068,0.621454,2.281177,0.472498,0.485212,0.587005,0.00021535,17.50
47,1.922640,0.626551,2.229110,0.471173,0.506217,0.610359,0.00021163,17.64
48,1.819550,0.630098,2.169110,0.488403,0.507827,0.613478,0.00020788,17.44
49,1.874303,0.617021,2.303539,0.490391,0.503624,0.601414,0.00020407,17.91
50,1.805481,0.641401,2.454590,0.455931,0.479804,0.576108,0.00020023,17.43
51,1.767520,0.641179,2.489265,0.469185,0.493507,0.608161,0.00019635,17.90
52,1.784901,0.631649,2.171934,0.504307,0.520193,0.623689,0.00019244,17.33
53,1.655171,0.654255,2.078531,0.524188,0.516363,0.602379,0.00018849,17.67
54,1.692811,0.658910,2.283300,0.528164,0.537534,0.631860,0.00018452,17.71
55,1.811301,0.632535,2.521536,0.432074,0.497153,0.583299,0.00018052,17.53
56,1.627821,0.650044,2.376526,0.504307,0.500619,0.599336,0.00017650,18.01
57,1.714140,0.660018,2.246037,0.510934,0.511649,0.614424,0.00017245,17.52
58,1.718564,0.651152,2.353061,0.512260,0.505193,0.604991,0.00016839,17.59
59,1.690633,0.657137,2.287322,0.477137,0.488579,0.591647,0.00016432,17.36
60,1.614251,0.667553,2.334979,0.544732,0.541541,0.624925,0.00016024,17.33
61,1.601530,0.677748,2.130761,0.556660,0.552936,0.635351,0.00015614,17.49
62,1.556681,0.691268,2.170465,0.517561,0.528593,0.628685,0.00015205,18.04
63,1.521440,0.678413,2.207524,0.513585,0.511755,0.601496,0.00014795,17.46
64,1.532423,0.674424,1.950486,0.573227,0.550148,0.633987,0.00014386,17.92
65,1.524634,0.673537,2.239077,0.517561,0.535493,0.619860,0.00013976,17.71
66,1.518106,0.686170,2.222484,0.559311,0.538826,0.618296,0.00013568,17.15
67,1.544958,0.692376,2.275350,0.513585,0.527976,0.620212,0.00013161,18.08
68,1.434226,0.685727,2.067636,0.502982,0.505128,0.597429,0.00012755,17.62
69,1.543830,0.676197,2.228697,0.517561,0.520820,0.611544,0.00012350,18.11
70,1.487096,0.686835,1.983827,0.569251,0.551696,0.630941,0.00011948,17.48
71,1.348379,0.704566,2.163795,0.558648,0.547868,0.631084,0.00011548,17.55
72,1.425495,0.696365,2.299137,0.524188,0.511250,0.599401,0.00011151,17.43
73,1.417836,0.700133,2.176383,0.563287,0.550231,0.628837,0.00010756,17.56
74,1.412254,0.692598,2.219690,0.509609,0.527790,0.601755,0.00010365,17.48
75,1.437097,0.693262,2.088822,0.559973,0.542943,0.613484,0.00009977,17.45
76,1.360144,0.707004,2.109965,0.544069,0.544047,0.633124,0.00009593,17.76
77,1.384783,0.694592,2.193283,0.559973,0.555477,0.626093,0.00009212,17.27
78,1.305007,0.714096,2.019999,0.555335,0.552476,0.632261,0.00008837,17.92
79,1.283099,0.719415,2.162040,0.538105,0.539562,0.617162,0.00008465,17.53
80,1.310161,0.711658,2.139620,0.562624,0.543978,0.615991,0.00008099,17.55
81,1.291891,0.721631,2.443249,0.554672,0.546309,0.626335,0.00007738,17.74
82,1.352718,0.711215,2.286384,0.559311,0.539300,0.614770,0.00007382,17.41
83,1.298906,0.718307,2.231438,0.557985,0.545240,0.616635,0.00007032,18.12
84,1.291531,0.716534,2.276387,0.512260,0.519917,0.608440,0.00006688,17.36
85,1.284518,0.713209,2.136296,0.561299,0.538337,0.612463,0.00006350,17.55
86,1.296445,0.716977,2.408375,0.550033,0.539049,0.612008,0.00006018,17.28
87,1.281642,0.727394,2.372548,0.534129,0.535740,0.623833,0.00005693,17.53
88,1.314806,0.723404,2.468018,0.526176,0.528233,0.612266,0.00005376,17.49
89,1.290189,0.720301,2.352428,0.551359,0.539773,0.624047,0.00005065,17.92
90,1.230609,0.737589,2.359437,0.523526,0.516282,0.588461,0.00004762,17.46
91,1.250627,0.727394,2.333732,0.550033,0.532413,0.612958,0.00004466,17.65
92,1.324124,0.705009,2.419638,0.518887,0.514894,0.604944,0.00004178,17.68
93,1.301108,0.712544,2.149664,0.577866,0.552234,0.630856,0.00003899,17.26
94,1.257547,0.724069,2.202896,0.565938,0.546089,0.618979,0.00003627,18.09
95,1.209462,0.734929,2.174178,0.571902,0.560632,0.622261,0.00003364,17.61
96,1.187496,0.727394,2.173377,0.557323,0.555588,0.628338,0.00003110,18.07
97,1.212560,0.726285,2.268627,0.552684,0.543148,0.608639,0.00002865,17.65
98,1.152461,0.741578,2.120604,0.581842,0.556424,0.624790,0.00002628,17.51
99,1.178124,0.730718,2.207233,0.569914,0.558532,0.631487,0.00002401,17.29
100,1.171725,0.736702,2.137520,0.599735,0.569196,0.638893,0.00002184,17.49
101,1.216578,0.734264,2.237117,0.579192,0.552236,0.617759,0.00001976,17.42
102,1.140203,0.742021,2.245025,0.576541,0.561223,0.634780,0.00001777,17.38
103,1.150468,0.737367,2.235679,0.581180,0.565068,0.631761,0.00001589,18.05
104,1.225607,0.724512,2.200796,0.581842,0.557025,0.635211,0.00001410,17.56
105,1.199855,0.731383,2.056765,0.597084,0.571008,0.643759,0.00001242,18.04
106,1.193808,0.721188,2.151155,0.589132,0.561435,0.635351,0.00001084,17.46
107,1.167410,0.734264,2.384972,0.553347,0.535293,0.608801,0.00000936,18.87
108,1.245684,0.719637,2.234501,0.567263,0.552504,0.631849,0.00000799,18.18
109,1.227288,0.715426,2.349713,0.575878,0.557857,0.623829,0.00000672,19.79
110,1.212857,0.735816,2.297958,0.595759,0.578084,0.638149,0.00000556,20.08
111,1.191848,0.718307,2.198403,0.583168,0.546467,0.614512,0.00000451,20.00
112,1.236668,0.719193,2.121461,0.596421,0.566145,0.632892,0.00000357,20.05
113,1.230887,0.712544,2.137971,0.587144,0.564825,0.621736,0.00000273,18.26
114,1.240801,0.716755,2.103466,0.601060,0.571966,0.638179,0.00000201,20.18
115,1.262688,0.717642,2.198666,0.585156,0.564119,0.631153,0.00000140,19.76
116,1.196101,0.719193,2.330128,0.561962,0.549679,0.616750,0.00000089,20.43
117,1.232486,0.716755,2.221085,0.571239,0.551691,0.620459,0.00000050,20.66
118,1.241452,0.723404,2.281987,0.583830,0.559569,0.625947,0.00000022,20.79
119,1.117316,0.729388,2.257435,0.581180,0.555941,0.619018,0.00000006,19.94
120,1.169406,0.740913,2.259281,0.582505,0.557222,0.625306,0.00000000,20.42
