epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,1095.09,1.59905,1.60415,1.38131,0.48394,0.33814,0.31556,0.20565,2.19241,2.40489,1.55199,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,1194.4,1.59533,1.56429,1.35738,0.45274,0.34388,0.31785,0.20517,2.19379,2.40049,1.54434,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,1293.66,1.61772,1.57747,1.37662,0.44495,0.34318,0.31691,0.20555,2.19869,2.40002,1.54579,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,1393.27,1.56892,1.53122,1.35887,0.44721,0.35026,0.31898,0.20694,2.19115,2.41233,1.54607,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,1492.39,1.5968,1.57481,1.37717,0.4357,0.3528,0.31693,0.20644,2.19459,2.41753,1.54294,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,1592.19,1.59001,1.54055,1.35713,0.41924,0.35499,0.31924,0.20638,2.19804,2.41996,1.54394,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,1691.65,1.58053,1.53797,1.34292,0.42389,0.35889,0.32056,0.2077,2.20324,2.41474,1.54948,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,1790.93,1.5748,1.50218,1.33202,0.40835,0.35352,0.31775,0.20753,2.19835,2.41762,1.55377,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,1890.63,1.54613,1.50517,1.34183,0.42631,0.35278,0.31701,0.20761,2.19497,2.43372,1.55822,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,1990.17,1.59377,1.52728,1.35016,0.42224,0.35369,0.31544,0.20669,2.19956,2.44279,1.55686,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,2089.07,1.56839,1.50644,1.33647,0.42448,0.35145,0.31575,0.20684,2.19661,2.442,1.55956,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,2188.58,1.59312,1.52143,1.34039,0.43241,0.35058,0.31546,0.20657,2.19939,2.44804,1.56298,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,2288.08,1.56555,1.47927,1.34028,0.4453,0.34977,0.31595,0.20779,2.20138,2.45357,1.56957,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,2387.73,1.5528,1.47029,1.33537,0.44156,0.35359,0.31666,0.20642,2.20532,2.44556,1.57077,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,2487.41,1.54748,1.47111,1.32889,0.45572,0.35781,0.31847,0.2065,2.20226,2.4432,1.57488,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,2586.68,1.55576,1.48236,1.33555,0.44108,0.35881,0.31868,0.20696,2.20322,2.44237,1.57545,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,2686.24,1.53323,1.44166,1.32109,0.42253,0.35863,0.31798,0.20688,2.21029,2.44965,1.58029,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,2785.57,1.55648,1.46466,1.32371,0.44417,0.35809,0.31852,0.20714,2.20837,2.45463,1.58319,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,2884.95,1.54527,1.45492,1.32844,0.45397,0.35275,0.31789,0.20699,2.20175,2.45513,1.58176,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,2984.2,1.5275,1.42641,1.31768,0.43848,0.35168,0.31774,0.20747,2.20191,2.4527,1.57986,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,3083.99,1.54021,1.44644,1.32019,0.44283,0.34983,0.31917,0.20789,2.19991,2.44986,1.57972,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,3183.77,1.52316,1.40361,1.30782,0.44219,0.34762,0.31908,0.20707,2.19774,2.45468,1.58493,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,3283.19,1.52026,1.40183,1.32015,0.44088,0.35346,0.32064,0.20821,2.19818,2.4566,1.58548,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,3382.3,1.53712,1.41507,1.30762,0.43107,0.35375,0.31995,0.20877,2.2004,2.46151,1.58455,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,3481.77,1.51562,1.39989,1.29727,0.43591,0.35333,0.31998,0.20895,2.20853,2.46447,1.59066,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,3581.15,1.5254,1.41369,1.30896,0.43399,0.35223,0.32036,0.20903,2.21275,2.46596,1.59648,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,3680.69,1.51035,1.40747,1.31021,0.42711,0.34718,0.31917,0.20856,2.21832,2.46739,1.5985,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,3779.76,1.49652,1.37457,1.28706,0.46917,0.34277,0.31892,0.20811,2.22235,2.47012,1.59996,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,3878.74,1.51099,1.36798,1.28937,0.45076,0.33955,0.31802,0.20799,2.22331,2.47318,1.59749,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,3978.29,1.50874,1.38085,1.2947,0.44195,0.34085,0.31671,0.20825,2.22223,2.47212,1.59811,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,4077.74,1.48047,1.33854,1.27952,0.43564,0.3407,0.31635,0.20904,2.22381,2.47644,1.59822,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,4177.62,1.48237,1.36717,1.28941,0.4456,0.34017,0.31411,0.20899,2.22853,2.4782,1.60305,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,4277.13,1.49976,1.35216,1.28776,0.41874,0.34548,0.315,0.20896,2.22975,2.47717,1.60322,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,4376.5,1.49574,1.33014,1.27731,0.42556,0.34028,0.31359,0.20964,2.23321,2.47782,1.60746,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,4476.33,1.50303,1.34308,1.28797,0.42153,0.34051,0.31307,0.20934,2.23014,2.48009,1.6095,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,4575.61,1.46019,1.28184,1.27546,0.42495,0.34361,0.31235,0.20846,2.23235,2.47983,1.6095,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,4675.27,1.47467,1.30849,1.28101,0.44252,0.33768,0.31269,0.20888,2.23509,2.4797,1.61092,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,4775.12,1.47974,1.29791,1.27322,0.45518,0.33495,0.31255,0.20843,2.23453,2.47658,1.61256,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,4874.56,1.47529,1.29006,1.26268,0.46621,0.33555,0.31439,0.20927,2.23438,2.48471,1.61013,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,4974.37,1.47434,1.30137,1.26162,0.47012,0.33697,0.31579,0.20904,2.23574,2.48395,1.61065,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,5073.75,1.45083,1.2797,1.26324,0.47151,0.33531,0.31574,0.20937,2.2366,2.48448,1.60914,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,5172.89,1.45138,1.28308,1.26534,0.45113,0.33915,0.31488,0.2093,2.23603,2.48701,1.6077,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,5272.15,1.4535,1.28153,1.26011,0.45348,0.33805,0.3142,0.20889,2.23637,2.48478,1.60979,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,5371.93,1.4328,1.25178,1.25583,0.45622,0.33866,0.31345,0.20891,2.23697,2.48831,1.612,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,5471.73,1.46339,1.25898,1.25704,0.45027,0.33575,0.31163,0.2084,2.23906,2.48829,1.61151,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,5571.27,1.46868,1.28037,1.26115,0.4435,0.3374,0.31067,0.20756,2.23899,2.49163,1.61369,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,5670.82,1.44281,1.24867,1.25344,0.44395,0.34315,0.3127,0.2073,2.24385,2.4967,1.61855,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,5770.05,1.44206,1.25687,1.24786,0.44065,0.33984,0.31026,0.20732,2.24612,2.49978,1.62013,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,5869.7,1.43566,1.24453,1.25343,0.42012,0.34434,0.31155,0.20683,2.24709,2.49782,1.62044,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,5969.41,1.43063,1.24734,1.23577,0.43483,0.34377,0.30989,0.20683,2.25052,2.49946,1.62121,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,6068.84,1.43385,1.2404,1.23853,0.43302,0.34379,0.30965,0.20758,2.25171,2.50178,1.62333,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,6168.74,1.41053,1.21015,1.2364,0.43942,0.34365,0.30997,0.20687,2.25246,2.50279,1.6243,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,6268.55,1.43115,1.22611,1.23064,0.43791,0.34346,0.3118,0.20752,2.25608,2.5044,1.62915,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,6368.47,1.41159,1.18997,1.22127,0.42799,0.34164,0.30777,0.20644,2.2565,2.50746,1.63223,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,6468.74,1.42704,1.21698,1.23714,0.42557,0.34096,0.30891,0.20711,2.25891,2.51025,1.63404,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,6568.57,1.40668,1.18987,1.22591,0.42643,0.33767,0.30846,0.20683,2.26127,2.51096,1.63805,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,6668.87,1.40108,1.17859,1.22279,0.41172,0.34285,0.30843,0.2066,2.26238,2.51371,1.64043,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,6768.2,1.40411,1.19147,1.23242,0.416,0.3421,0.30828,0.20686,2.26245,2.51805,1.64081,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,6867.67,1.40141,1.18046,1.2173,0.4202,0.34399,0.30832,0.20698,2.26256,2.51675,1.64234,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,6966.92,1.40507,1.19581,1.2213,0.42067,0.34372,0.30851,0.20729,2.26463,2.51942,1.64305,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,7066.37,1.3736,1.16374,1.21324,0.4188,0.34491,0.30892,0.20768,2.26408,2.51933,1.64616,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,7165.44,1.38467,1.16396,1.21614,0.41676,0.34426,0.30821,0.20775,2.26627,2.51405,1.64822,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,7264.74,1.39442,1.17097,1.21794,0.42095,0.34412,0.30844,0.20786,2.27032,2.51628,1.6528,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,7364.01,1.39961,1.15579,1.21115,0.41786,0.34468,0.3086,0.20823,2.27015,2.51531,1.65478,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,7463.64,1.39393,1.15668,1.20828,0.41595,0.34471,0.30919,0.20772,2.27103,2.51595,1.65637,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,7563.48,1.38415,1.15448,1.21155,0.4137,0.34394,0.30916,0.208,2.27112,2.51669,1.65647,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,7663.18,1.39245,1.17871,1.22075,0.41076,0.34418,0.30964,0.20838,2.27292,2.51782,1.65728,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,7762.95,1.37629,1.14926,1.20106,0.41472,0.34455,0.30944,0.20797,2.27123,2.51542,1.65691,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,7862.95,1.3652,1.12381,1.18928,0.42179,0.3459,0.3093,0.20811,2.27317,2.51617,1.65633,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,7962.35,1.36427,1.13617,1.20983,0.42372,0.34681,0.3093,0.20802,2.27253,2.52136,1.65542,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,8061.61,1.34614,1.10471,1.20309,0.4338,0.34308,0.30924,0.20823,2.27212,2.52367,1.65565,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,8161.3,1.37033,1.12158,1.19744,0.43591,0.34436,0.30936,0.20779,2.2725,2.52318,1.65686,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,8260.86,1.36532,1.11401,1.19244,0.42059,0.34698,0.30953,0.2078,2.27227,2.52945,1.65691,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,8359.82,1.37168,1.15077,1.20805,0.41097,0.34832,0.30849,0.20735,2.27413,2.53297,1.65662,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,8458.97,1.34654,1.12036,1.1937,0.41548,0.34791,0.30883,0.20757,2.27508,2.53288,1.65765,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,8559,1.34507,1.09079,1.1867,0.41138,0.35046,0.30937,0.20777,2.2745,2.53659,1.65986,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,8658.33,1.34783,1.09187,1.17403,0.40209,0.34488,0.30867,0.20812,2.2762,2.53721,1.66073,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,8757.45,1.33262,1.07114,1.19581,0.40302,0.34303,0.30828,0.20833,2.27401,2.53893,1.65863,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,8857.19,1.33909,1.09946,1.18256,0.39889,0.34571,0.30876,0.20866,2.27416,2.54134,1.66286,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,8956.48,1.32616,1.0798,1.17518,0.40053,0.34736,0.30909,0.20833,2.27497,2.54118,1.66296,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,9055.59,1.33868,1.0765,1.16535,0.39908,0.34775,0.30884,0.20869,2.27386,2.54547,1.66094,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,9155.1,1.31616,1.07715,1.17352,0.39605,0.348,0.30875,0.20835,2.27436,2.54505,1.66223,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,9254.26,1.33583,1.08103,1.19695,0.39805,0.34617,0.30754,0.20872,2.27602,2.5469,1.66395,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,9353.46,1.31833,1.05595,1.17147,0.39744,0.34237,0.3073,0.20867,2.27763,2.54751,1.66579,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
