epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc,lr,epoch_seconds
34,2.137229,0.567154,2.539909,0.440027,0.466470,0.568418,0.00025534,16.59
35,2.373574,0.553413,2.634679,0.417495,0.449515,0.571146,0.00025238,16.96
36,2.179074,0.598183,2.629725,0.424785,0.446771,0.570267,0.00024935,16.61
37,2.120437,0.592863,2.582323,0.400928,0.456082,0.559787,0.00024624,16.60
38,2.211147,0.582004,2.467980,0.436713,0.459803,0.567641,0.00024307,16.51
39,2.050358,0.600399,2.514818,0.406892,0.448647,0.559065,0.00023982,16.47
40,2.080807,0.597739,2.472353,0.437376,0.471936,0.567708,0.00023650,16.47
41,2.123335,0.571587,2.591450,0.431412,0.455512,0.565768,0.00023312,16.51
42,2.044650,0.605275,2.591821,0.457256,0.475952,0.585252,0.00022968,16.29
43,1.991111,0.608156,2.227707,0.480451,0.491020,0.584418,0.00022618,17.09
44,1.976435,0.590647,2.287012,0.417495,0.443215,0.563426,0.00022262,16.45
45,1.956949,0.615248,2.171440,0.497681,0.503066,0.592451,0.00021901,16.51
46,1.964714,0.604832,2.619974,0.434062,0.460925,0.565281,0.00021535,17.05
47,1.858475,0.620346,2.164226,0.522200,0.511014,0.602884,0.00021163,16.44
48,1.920526,0.619016,2.837592,0.442677,0.489726,0.594240,0.00020788,16.50
49,1.931522,0.627881,2.591209,0.442015,0.489428,0.581940,0.00020407,16.75
50,1.854175,0.618573,2.207698,0.508284,0.505300,0.594765,0.00020023,16.84
51,1.928648,0.614140,2.320598,0.476474,0.494746,0.600504,0.00019635,16.48
52,1.982135,0.630541,2.411709,0.492379,0.511039,0.603886,0.00019244,16.68
53,1.825987,0.622784,2.603869,0.454606,0.465158,0.552973,0.00018849,16.51
54,1.880120,0.617243,2.832871,0.408880,0.439120,0.572211,0.00018452,16.57
55,1.881957,0.628989,2.226653,0.483101,0.495204,0.595776,0.00018052,16.61
56,1.783460,0.627216,2.670444,0.418158,0.439160,0.577728,0.00017650,16.74
57,1.883379,0.623005,2.545258,0.475149,0.521619,0.617998,0.00017245,16.56
58,1.865313,0.634309,2.801024,0.449967,0.487508,0.604222,0.00016839,16.43
59,1.848902,0.632092,2.627952,0.392975,0.457195,0.561659,0.00016432,16.26
60,1.635608,0.658245,2.260586,0.498343,0.514715,0.617243,0.00016024,16.92
61,1.754351,0.644725,2.387900,0.502982,0.506150,0.607976,0.00015614,16.77
62,1.762657,0.648715,2.048475,0.536117,0.520434,0.600553,0.00015205,16.56
63,1.636927,0.642730,2.413161,0.497681,0.496899,0.589490,0.00014795,17.22
64,1.711437,0.652926,2.577663,0.481113,0.485363,0.588045,0.00014386,16.59
65,1.641085,0.659353,2.270752,0.497681,0.513829,0.604166,0.00013976,16.52
66,1.622326,0.655585,2.349359,0.489728,0.513479,0.603099,0.00013568,16.68
67,1.656476,0.671099,2.322709,0.515573,0.529872,0.629558,0.00013161,16.94
68,1.634182,0.655363,2.330353,0.483764,0.502420,0.582060,0.00012755,16.61
69,1.655042,0.654699,2.499076,0.513585,0.531476,0.622004,0.00012350,17.10
70,1.648070,0.673759,2.251948,0.516236,0.520707,0.629775,0.00011948,16.48
71,1.527070,0.677748,2.431416,0.519549,0.541798,0.641160,0.00011548,16.63
72,1.567083,0.672429,2.231007,0.526839,0.532904,0.624943,0.00011151,16.66
73,1.616802,0.661126,2.219618,0.515573,0.526276,0.620591,0.00010756,16.34
74,1.575933,0.671099,2.382710,0.519549,0.526964,0.618309,0.00010365,16.43
75,1.616451,0.688830,2.532531,0.499006,0.512004,0.609364,0.00009977,16.35
76,1.617778,0.677083,2.553981,0.488403,0.505875,0.605279,0.00009593,17.14
77,1.542708,0.681738,2.283730,0.532803,0.543103,0.632758,0.00009212,16.62
78,1.560235,0.669991,2.299043,0.518224,0.531598,0.611026,0.00008837,16.51
79,1.443118,0.687722,2.448491,0.512922,0.534841,0.617718,0.00008465,17.06
80,1.465925,0.694592,2.440101,0.526176,0.533704,0.608844,0.00008099,16.57
81,1.425938,0.700576,2.494119,0.503645,0.512796,0.605871,0.00007738,16.82
82,1.519207,0.696587,2.542066,0.483764,0.499731,0.592325,0.00007382,16.71
83,1.486824,0.699468,2.372653,0.504307,0.518592,0.605081,0.00007032,16.66
84,1.407147,0.703236,2.361790,0.524851,0.533329,0.631939,0.00006688,16.89
85,1.356530,0.714096,2.192161,0.555997,0.551095,0.627683,0.00006350,16.36
86,1.321274,0.708998,2.116426,0.564612,0.554093,0.635610,0.00006018,16.58
87,1.341266,0.703014,2.139964,0.548045,0.546144,0.646872,0.00005693,16.43
88,1.322738,0.706782,2.164808,0.538105,0.544026,0.629062,0.00005376,16.62
89,1.276653,0.712988,2.321472,0.560636,0.563330,0.643062,0.00005065,16.60
90,1.189095,0.725621,2.175705,0.548708,0.550691,0.627525,0.00004762,16.38
91,1.290031,0.710771,2.129581,0.554009,0.557875,0.629638,0.00004466,17.28
92,1.280234,0.716534,2.368623,0.546720,0.562413,0.637930,0.00004178,16.47
93,1.366358,0.703901,2.220099,0.553347,0.538775,0.624822,0.00003899,17.13
94,1.341145,0.710106,2.377898,0.516899,0.530395,0.608850,0.00003627,16.93
95,1.253853,0.711436,2.263819,0.537442,0.543008,0.632017,0.00003364,16.19
96,1.235659,0.724291,2.521930,0.542744,0.544670,0.630546,0.00003110,16.97
97,1.292962,0.714982,2.371864,0.534791,0.543799,0.635218,0.00002865,16.65
98,1.257551,0.716312,2.193884,0.555335,0.556001,0.645007,0.00002628,16.67
99,1.257259,0.718972,2.245367,0.540093,0.546748,0.633418,0.00002401,16.81
100,1.262440,0.714539,2.292111,0.535454,0.540345,0.622989,0.00002184,16.59
101,1.267835,0.714317,2.240554,0.541418,0.546786,0.625221,0.00001976,16.64
102,1.282468,0.716755,2.307101,0.548708,0.540985,0.625196,0.00001777,16.48
103,1.254531,0.710993,2.298069,0.537442,0.533117,0.615615,0.00001589,16.40
104,1.302870,0.714539,2.190940,0.526839,0.536761,0.619395,0.00001410,16.55
105,1.174843,0.722961,2.218040,0.535454,0.535054,0.615891,0.00001242,16.44
106,1.232520,0.716312,2.387323,0.504970,0.524449,0.619788,0.00001084,16.98
107,1.243614,0.710106,2.199752,0.530152,0.529545,0.615744,0.00000936,16.47
108,1.204283,0.727394,2.185151,0.535454,0.538264,0.616186,0.00000799,17.30
109,1.284476,0.709441,2.032940,0.555997,0.544152,0.619748,0.00000672,16.50
110,1.226195,0.712988,2.153936,0.563287,0.558562,0.637950,0.00000556,16.51
111,1.291979,0.705895,2.148784,0.536117,0.541186,0.625371,0.00000451,17.47
112,1.240886,0.717199,2.245672,0.545394,0.541516,0.616575,0.00000357,16.52
113,1.226233,0.715426,2.084900,0.557985,0.552808,0.624033,0.00000273,17.21
114,1.263435,0.716755,2.107286,0.547382,0.538537,0.623160,0.00000201,16.69
115,1.174676,0.724512,2.151135,0.542744,0.544487,0.618800,0.00000140,16.60
116,1.211060,0.719193,2.281780,0.534129,0.539344,0.617626,0.00000089,16.62
117,1.238196,0.718528,2.119370,0.563287,0.559799,0.637880,0.00000050,16.62
118,1.237201,0.719415,2.080967,0.554009,0.546467,0.628391,0.00000022,16.61
119,1.182014,0.721631,2.035580,0.554009,0.553307,0.629523,0.00000006,16.53
120,1.242450,0.712988,2.116961,0.547382,0.548749,0.623572,0.00000000,16.46
