epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc,lr,epoch_seconds
32,1.010765,0.752881,1.329788,0.718357,0.674518,0.719596,0.00026101,64.89
33,0.984228,0.762411,1.260084,0.707091,0.674697,0.726903,0.00025822,64.51
34,0.943722,0.764184,1.337513,0.693837,0.653086,0.712544,0.00025534,63.98
35,0.943638,0.765514,1.243878,0.709079,0.667587,0.718913,0.00025238,65.12
36,0.962965,0.767287,1.248659,0.705765,0.664827,0.726216,0.00024935,67.29
37,0.920201,0.767509,1.266458,0.719682,0.677384,0.719303,0.00024624,65.92
38,0.945649,0.761968,1.300080,0.723658,0.674564,0.709652,0.00024307,65.91
39,0.907837,0.774379,1.247772,0.723658,0.672885,0.696449,0.00023982,64.89
40,0.898549,0.777482,1.291488,0.713718,0.677670,0.723441,0.00023650,64.29
41,0.913045,0.774379,1.475039,0.671968,0.646368,0.700277,0.00023312,64.29
42,0.878267,0.781472,1.333837,0.698476,0.659153,0.696230,0.00022968,65.02
43,0.864315,0.779034,1.492654,0.659377,0.639078,0.685843,0.00022618,66.02
44,0.838079,0.781472,1.443392,0.656064,0.619309,0.667983,0.00022262,66.40
45,0.857325,0.780807,1.306728,0.703777,0.653697,0.700082,0.00021901,66.02
46,0.814112,0.792110,1.287920,0.722995,0.679063,0.713802,0.00021535,65.65
47,0.799377,0.798980,1.317722,0.709079,0.681389,0.726284,0.00021163,65.68
48,0.811792,0.792553,1.273089,0.723658,0.681440,0.710602,0.00020788,65.64
49,0.771609,0.800975,1.365076,0.709742,0.668036,0.705822,0.00020407,68.24
50,0.756394,0.801862,1.361247,0.704440,0.662816,0.708879,0.00020023,66.54
51,0.764105,0.803635,1.340668,0.712392,0.670600,0.699266,0.00019635,68.02
52,0.745836,0.802527,1.355307,0.706428,0.665944,0.712259,0.00019244,65.53
53,0.771538,0.798094,1.352214,0.722333,0.678235,0.718143,0.00018849,64.86
54,0.740088,0.805851,1.303405,0.729622,0.682467,0.715693,0.00018452,64.72
55,0.707130,0.816933,1.363140,0.732936,0.675870,0.701718,0.00018052,64.45
56,0.712148,0.813608,1.290576,0.721007,0.676739,0.694563,0.00017650,65.30
57,0.690083,0.820922,1.349517,0.735586,0.698509,0.728441,0.00017245,65.10
58,0.689425,0.814273,1.399617,0.708416,0.671284,0.707841,0.00016839,66.54
59,0.679001,0.821144,1.327974,0.733598,0.689529,0.718292,0.00016432,68.26
60,0.677854,0.832890,1.464267,0.707091,0.666116,0.711286,0.00016024,65.87
61,0.685698,0.826463,1.288480,0.736249,0.687690,0.714931,0.00015614,64.74
62,0.645918,0.834663,1.359572,0.728960,0.678753,0.702514,0.00015205,65.37
63,0.651074,0.828236,1.428831,0.708416,0.671046,0.717615,0.00014795,64.79
64,0.639242,0.834220,1.341384,0.750166,0.699228,0.722511,0.00014386,66.72
65,0.632055,0.833112,1.332838,0.744864,0.691798,0.712608,0.00013976,65.80
66,0.596098,0.840426,1.446890,0.719019,0.681210,0.699032,0.00013568,73.12
67,0.605579,0.842199,1.526278,0.720345,0.677292,0.705022,0.00013161,76.08
68,0.593807,0.845523,1.396143,0.741551,0.690993,0.704429,0.00012755,75.93
69,0.574233,0.850621,1.472273,0.744864,0.692960,0.715612,0.00012350,74.20
70,0.567564,0.845523,1.490805,0.746190,0.690629,0.701638,0.00011948,68.88
71,0.542291,0.855940,1.409732,0.744201,0.694365,0.719546,0.00011548,67.39
72,0.564705,0.852172,1.430519,0.730948,0.680362,0.705624,0.00011151,66.73
73,0.554497,0.856605,1.477693,0.743539,0.679391,0.693391,0.00010756,67.38
74,0.524173,0.861924,1.425076,0.744864,0.689905,0.702409,0.00010365,66.18
75,0.501181,0.860372,1.412310,0.742876,0.692465,0.710660,0.00009977,64.41
76,0.509915,0.861259,1.489265,0.732273,0.679841,0.708371,0.00009593,64.21
77,0.502220,0.866356,1.534020,0.738900,0.683646,0.709422,0.00009212,64.31
78,0.504594,0.860594,1.476397,0.734261,0.686157,0.707350,0.00008837,65.43
79,0.510442,0.861037,1.458831,0.737575,0.682631,0.704738,0.00008465,67.79
80,0.496899,0.871676,1.537241,0.748178,0.679497,0.692379,0.00008099,67.77
81,0.503339,0.870567,1.499665,0.740888,0.689090,0.704581,0.00007738,66.38
82,0.502035,0.873005,1.500256,0.741551,0.686522,0.704229,0.00007382,64.30
83,0.435798,0.880541,1.545190,0.752154,0.692988,0.702560,0.00007032,65.26
84,0.462857,0.879211,1.515200,0.739563,0.689464,0.706843,0.00006688,63.79
85,0.448422,0.885638,1.593542,0.730948,0.678549,0.702230,0.00006350,66.25
86,0.470555,0.876995,1.504659,0.746190,0.698361,0.711600,0.00006018,66.48
87,0.441025,0.885195,1.537955,0.750166,0.694351,0.710734,0.00005693,67.70
88,0.431405,0.889849,1.536879,0.744201,0.693738,0.705968,0.00005376,64.78
89,0.442720,0.887633,1.589133,0.734261,0.680050,0.694028,0.00005065,65.24
90,0.418212,0.887855,1.549821,0.749503,0.698792,0.717065,0.00004762,65.14
91,0.416109,0.894282,1.555264,0.738900,0.682356,0.697934,0.00004466,63.97
92,0.417300,0.889849,1.576799,0.737575,0.690549,0.707370,0.00004178,65.25
93,0.409311,0.891622,1.632403,0.738237,0.683762,0.699978,0.00003899,65.54
94,0.406136,0.894725,1.656734,0.740888,0.681140,0.696035,0.00003627,66.25
95,0.394672,0.899158,1.608704,0.740225,0.684074,0.700528,0.00003364,65.93
96,0.384262,0.906028,1.612572,0.739563,0.689110,0.707948,0.00003110,66.65
97,0.387851,0.898715,1.635691,0.741551,0.686044,0.703225,0.00002865,66.57
98,0.353732,0.905807,1.604691,0.737575,0.688503,0.703655,0.00002628,64.97
99,0.389091,0.899823,1.614772,0.750828,0.698387,0.713909,0.00002401,64.94
